timestamp,host,rtt_ms,loss_total,sent_total,avg_rtt_ms,min_rtt_ms,max_rtt_ms
2026-04-09 07:01:15.561,10.45.0.26,37.4,0,62,65.03,16.0,227.0
2026-04-09 07:01:15.701,10.45.0.26,37.4,0,63,64.6,16.0,227.0
2026-04-09 07:01:15.842,10.45.0.26,158.0,0,64,66.05,16.0,227.0
2026-04-09 07:01:16.103,10.45.0.26,50.5,0,65,65.82,16.0,227.0
2026-04-09 07:01:16.258,10.45.0.26,,1,66,65.82,16.0,227.0
2026-04-09 07:01:18.361,10.45.0.26,122.0,1,67,66.67,16.0,227.0
2026-04-09 07:01:18.587,10.45.0.26,71.8,1,68,66.74,16.0,227.0
2026-04-09 07:01:18.763,10.45.0.26,54.5,1,69,66.56,16.0,227.0
2026-04-09 07:01:18.922,10.45.0.26,76.6,1,70,66.71,16.0,227.0
2026-04-09 07:01:19.101,10.45.0.26,96.7,1,71,67.14,16.0,227.0
2026-04-09 07:01:19.301,10.45.0.26,98.0,1,72,67.57,16.0,227.0
2026-04-09 07:01:19.503,10.45.0.26,36.1,1,73,67.13,16.0,227.0
2026-04-09 07:01:19.643,10.45.0.26,75.7,1,74,67.25,16.0,227.0
2026-04-09 07:01:19.823,10.45.0.26,15.7,1,75,66.56,15.7,227.0
2026-04-09 07:01:19.941,10.45.0.26,42.5,1,76,66.23,15.7,227.0
2026-04-09 07:01:20.088,10.45.0.26,111.0,1,77,66.82,15.7,227.0
2026-04-09 07:01:20.303,10.45.0.26,56.2,1,78,66.69,15.7,227.0
2026-04-09 07:01:20.463,10.45.0.26,30.3,1,79,66.22,15.7,227.0
2026-04-09 07:01:20.597,10.45.0.26,60.7,1,80,66.15,15.7,227.0
2026-04-09 07:01:20.761,10.45.0.26,17.0,1,81,65.53,15.7,227.0
2026-04-09 07:01:20.882,10.45.0.26,112.0,1,82,66.11,15.7,227.0
2026-04-09 07:01:21.097,10.45.0.26,102.0,1,83,66.55,15.7,227.0
2026-04-09 07:01:21.302,10.45.0.26,62.8,1,84,66.5,15.7,227.0
2026-04-09 07:01:21.468,10.45.0.26,31.5,1,85,66.08,15.7,227.0
2026-04-09 07:01:21.602,10.45.0.26,111.0,1,86,66.61,15.7,227.0
2026-04-09 07:01:21.818,10.45.0.26,101.0,1,87,67.01,15.7,227.0
2026-04-09 07:01:22.022,10.45.0.26,137.0,1,88,67.82,15.7,227.0
2026-04-09 07:01:22.261,10.45.0.26,36.2,1,89,67.46,15.7,227.0
2026-04-09 07:01:22.402,10.45.0.26,16.5,1,90,66.89,15.7,227.0
2026-04-09 07:01:22.522,10.45.0.26,36.3,1,91,66.55,15.7,227.0
2026-04-09 07:01:22.662,10.45.0.26,36.2,1,92,66.21,15.7,227.0
2026-04-09 07:01:22.802,10.45.0.26,36.1,1,93,65.88,15.7,227.0
2026-04-09 07:01:22.943,10.45.0.26,51.8,1,94,65.73,15.7,227.0
2026-04-09 07:01:23.098,10.45.0.26,198.0,1,95,67.14,15.7,227.0
2026-04-09 07:01:23.399,10.45.0.26,200.0,1,96,68.54,15.7,227.0
2026-04-09 07:01:23.702,10.45.0.26,17.2,1,97,68.0,15.7,227.0
2026-04-09 07:01:23.823,10.45.0.26,101.0,1,98,68.34,15.7,227.0
2026-04-09 07:01:24.028,10.45.0.26,41.2,1,99,68.07,15.7,227.0
2026-04-09 07:01:24.172,10.45.0.26,45.8,1,100,67.84,15.7,227.0
2026-04-09 07:01:24.322,10.45.0.26,17.3,1,101,67.34,15.7,227.0
2026-04-09 07:01:24.442,10.45.0.26,25.9,1,102,66.93,15.7,227.0
2026-04-09 07:01:24.572,10.45.0.26,66.5,1,103,66.92,15.7,227.0
2026-04-09 07:01:24.741,10.45.0.26,38.6,1,104,66.65,15.7,227.0
2026-04-09 07:01:24.882,10.45.0.26,182.0,1,105,67.76,15.7,227.0
2026-04-09 07:01:25.168,10.45.0.26,10.6,1,106,67.21,10.6,227.0
2026-04-09 07:01:25.282,10.45.0.26,16.4,1,107,66.73,10.6,227.0
2026-04-09 07:01:25.402,10.45.0.26,104.0,1,108,67.08,10.6,227.0
2026-04-09 07:01:25.608,10.45.0.26,30.2,1,109,66.74,10.6,227.0
2026-04-09 07:01:25.742,10.45.0.26,35.7,1,110,66.46,10.6,227.0
2026-04-09 07:01:25.881,10.45.0.26,16.3,1,111,66.0,10.6,227.0
2026-04-09 07:01:26.001,10.45.0.26,27.0,1,112,65.65,10.6,227.0
2026-04-09 07:01:26.132,10.45.0.26,38.6,1,113,65.41,10.6,227.0
2026-04-09 07:01:26.273,10.45.0.26,36.0,1,114,65.15,10.6,227.0
2026-04-09 07:01:26.412,10.45.0.26,85.6,1,115,65.33,10.6,227.0
2026-04-09 07:01:26.601,10.45.0.26,38.0,1,116,65.09,10.6,227.0
2026-04-09 07:01:26.743,10.45.0.26,166.0,1,117,65.96,10.6,227.0
2026-04-09 07:01:27.013,10.45.0.26,146.0,1,118,66.64,10.6,227.0
2026-04-09 07:01:27.263,10.45.0.26,50.8,1,119,66.51,10.6,227.0
2026-04-09 07:01:27.417,10.45.0.26,97.5,1,120,66.77,10.6,227.0
2026-04-09 07:01:27.618,10.45.0.26,20.0,1,121,66.38,10.6,227.0
2026-04-09 07:01:27.741,10.45.0.26,56.3,1,122,66.3,10.6,227.0
2026-04-09 07:01:27.902,10.45.0.26,51.4,1,123,66.17,10.6,227.0
2026-04-09 07:01:28.056,10.45.0.26,119.0,1,124,66.6,10.6,227.0
2026-04-09 07:01:28.278,10.45.0.26,35.6,1,125,66.35,10.6,227.0
2026-04-09 07:01:28.417,10.45.0.26,40.6,1,126,66.15,10.6,227.0
2026-04-09 07:01:28.561,10.45.0.26,204.0,1,127,67.24,10.6,227.0
2026-04-09 07:01:28.869,10.45.0.26,45.6,1,128,67.07,10.6,227.0
2026-04-09 07:01:29.018,10.45.0.26,231.0,1,129,68.35,10.6,231.0
2026-04-09 07:01:29.352,10.45.0.26,107.0,1,130,68.65,10.6,231.0
2026-04-09 07:01:29.563,10.45.0.26,30.6,1,131,68.36,10.6,231.0
2026-04-09 07:01:29.697,10.45.0.26,31.1,1,132,68.07,10.6,231.0
2026-04-09 07:01:29.832,10.45.0.26,41.0,1,133,67.87,10.6,231.0
2026-04-09 07:01:29.977,10.45.0.26,17.3,1,134,67.49,10.6,231.0
2026-04-09 07:01:30.098,10.45.0.26,158.0,1,135,68.16,10.6,231.0
2026-04-09 07:01:30.358,10.45.0.26,19.8,1,136,67.81,10.6,231.0
2026-04-09 07:01:30.481,10.45.0.26,34.4,1,137,67.56,10.6,231.0
2026-04-09 07:01:30.619,10.45.0.26,66.4,1,138,67.55,10.6,231.0
2026-04-09 07:01:30.788,10.45.0.26,30.9,1,139,67.29,10.6,231.0
2026-04-09 07:01:30.923,10.45.0.26,50.8,1,140,67.17,10.6,231.0
2026-04-09 07:01:31.078,10.45.0.26,56.2,1,141,67.09,10.6,231.0
2026-04-09 07:01:31.237,10.45.0.26,30.5,1,142,66.83,10.6,231.0
2026-04-09 07:01:31.372,10.45.0.26,27.2,1,143,66.55,10.6,231.0
2026-04-09 07:01:31.502,10.45.0.26,26.7,1,144,66.27,10.6,231.0
2026-04-09 07:01:31.632,10.45.0.26,45.9,1,145,66.13,10.6,231.0
2026-04-09 07:01:31.782,10.45.0.26,25.6,1,146,65.85,10.6,231.0
2026-04-09 07:01:31.911,10.45.0.26,38.5,1,147,65.66,10.6,231.0
2026-04-09 07:01:32.052,10.45.0.26,37.2,1,148,65.47,10.6,231.0
2026-04-09 07:01:32.193,10.45.0.26,60.7,1,149,65.44,10.6,231.0
2026-04-09 07:01:32.358,10.45.0.26,35.4,1,150,65.24,10.6,231.0
2026-04-09 07:01:32.497,10.45.0.26,42.4,1,151,65.08,10.6,231.0
2026-04-09 07:01:32.643,10.45.0.26,55.8,1,152,65.02,10.6,231.0
2026-04-09 07:01:32.802,10.45.0.26,36.3,1,153,64.83,10.6,231.0
2026-04-09 07:01:32.942,10.45.0.26,36.4,1,154,64.65,10.6,231.0
2026-04-09 07:01:33.082,10.45.0.26,35.6,1,155,64.46,10.6,231.0
2026-04-09 07:01:33.221,10.45.0.26,37.2,1,156,64.28,10.6,231.0
2026-04-09 07:01:33.362,10.45.0.26,56.1,1,157,64.23,10.6,231.0
2026-04-09 07:01:33.522,10.45.0.26,55.2,1,158,64.17,10.6,231.0
2026-04-09 07:01:33.682,10.45.0.26,36.3,1,159,64.0,10.6,231.0
2026-04-09 07:01:33.822,10.45.0.26,31.5,1,160,63.79,10.6,231.0
2026-04-09 07:01:33.958,10.45.0.26,60.7,1,161,63.77,10.6,231.0
2026-04-09 07:01:34.122,10.45.0.26,16.4,1,162,63.48,10.6,231.0
2026-04-09 07:01:34.242,10.45.0.26,38.2,1,163,63.32,10.6,231.0
2026-04-09 07:01:34.383,10.45.0.26,135.0,1,164,63.76,10.6,231.0
2026-04-09 07:01:34.622,10.45.0.26,116.0,1,165,64.08,10.6,231.0
2026-04-09 07:01:34.842,10.45.0.26,12.4,1,166,63.77,10.6,231.0
2026-04-09 07:01:34.957,10.45.0.26,231.0,1,167,64.77,10.6,231.0
2026-04-09 07:01:35.292,10.45.0.26,26.3,1,168,64.54,10.6,231.0
2026-04-09 07:01:35.421,10.45.0.26,138.0,1,169,64.98,10.6,231.0
2026-04-09 07:01:35.663,10.45.0.26,96.5,1,170,65.17,10.6,231.0
2026-04-09 07:01:35.862,10.45.0.26,31.4,1,171,64.97,10.6,231.0
2026-04-09 07:01:35.997,10.45.0.26,103.0,1,172,65.19,10.6,231.0
2026-04-09 07:01:36.203,10.45.0.26,14.6,1,173,64.9,10.6,231.0
2026-04-09 07:01:36.321,10.45.0.26,12.4,1,174,64.59,10.6,231.0
2026-04-09 07:01:36.437,10.45.0.26,16.0,1,175,64.31,10.6,231.0
2026-04-09 07:01:36.557,10.45.0.26,32.5,1,176,64.13,10.6,231.0
2026-04-09 07:01:36.693,10.45.0.26,20.1,1,177,63.88,10.6,231.0
2026-04-09 07:01:36.817,10.45.0.26,21.3,1,178,63.64,10.6,231.0
2026-04-09 07:01:36.942,10.45.0.26,76.3,1,179,63.71,10.6,231.0
2026-04-09 07:01:37.122,10.45.0.26,36.2,1,180,63.56,10.6,231.0
2026-04-09 07:01:37.261,10.45.0.26,50.7,1,181,63.49,10.6,231.0
2026-04-09 07:01:37.416,10.45.0.26,42.5,1,182,63.37,10.6,231.0
2026-04-09 07:01:37.562,10.45.0.26,30.7,1,183,63.19,10.6,231.0
2026-04-09 07:01:37.697,10.45.0.26,35.6,1,184,63.04,10.6,231.0
2026-04-09 07:01:37.836,10.45.0.26,71.9,1,185,63.09,10.6,231.0
2026-04-09 07:01:38.012,10.45.0.26,46.5,1,186,63.0,10.6,231.0
2026-04-09 07:01:38.162,10.45.0.26,92.2,1,187,63.16,10.6,231.0
2026-04-09 07:01:38.357,10.45.0.26,36.3,1,188,63.01,10.6,231.0
2026-04-09 07:01:38.497,10.45.0.26,32.1,1,189,62.85,10.6,231.0
2026-04-09 07:01:38.632,10.45.0.26,26.2,1,190,62.66,10.6,231.0
2026-04-09 07:01:38.762,10.45.0.26,26.3,1,191,62.46,10.6,231.0
2026-04-09 07:01:38.892,10.45.0.26,27.0,1,192,62.28,10.6,231.0
2026-04-09 07:01:39.023,10.45.0.26,50.5,1,193,62.22,10.6,231.0
2026-04-09 07:01:39.177,10.45.0.26,36.9,1,194,62.09,10.6,231.0
2026-04-09 07:01:39.317,10.45.0.26,36.5,1,195,61.95,10.6,231.0
2026-04-09 07:01:39.457,10.45.0.26,29.9,1,196,61.79,10.6,231.0
2026-04-09 07:01:39.591,10.45.0.26,21.4,1,197,61.58,10.6,231.0
2026-04-09 07:01:39.717,10.45.0.26,22.3,1,198,61.38,10.6,231.0
2026-04-09 07:01:39.842,10.45.0.26,35.3,1,199,61.25,10.6,231.0
2026-04-09 07:01:39.982,10.45.0.26,36.7,1,200,61.13,10.6,231.0
2026-04-09 07:01:40.122,10.45.0.26,57.0,1,201,61.11,10.6,231.0
2026-04-09 07:01:40.281,10.45.0.26,36.9,1,202,60.99,10.6,231.0
2026-04-09 07:01:40.422,10.45.0.26,46.4,1,203,60.92,10.6,231.0
2026-04-09 07:01:40.572,10.45.0.26,41.9,1,204,60.82,10.6,231.0
2026-04-09 07:01:40.717,10.45.0.26,30.7,1,205,60.67,10.6,231.0
2026-04-09 07:01:40.852,10.45.0.26,62.9,1,206,60.69,10.6,231.0
2026-04-09 07:01:41.018,10.45.0.26,40.7,1,207,60.59,10.6,231.0
2026-04-09 07:01:41.162,10.45.0.26,36.5,1,208,60.47,10.6,231.0
2026-04-09 07:01:41.302,10.45.0.26,16.1,1,209,60.26,10.6,231.0
2026-04-09 07:01:41.422,10.45.0.26,53.1,1,210,60.22,10.6,231.0
2026-04-09 07:01:41.578,10.45.0.26,36.0,1,211,60.11,10.6,231.0
2026-04-09 07:01:41.717,10.45.0.26,32.3,1,212,59.98,10.6,231.0
2026-04-09 07:01:41.853,10.45.0.26,60.6,1,213,59.98,10.6,231.0
2026-04-09 07:01:42.017,10.45.0.26,21.1,1,214,59.8,10.6,231.0
2026-04-09 07:01:42.142,10.45.0.26,18.4,1,215,59.6,10.6,231.0
2026-04-09 07:01:42.264,10.45.0.26,28.7,1,216,59.46,10.6,231.0
2026-04-09 07:01:42.396,10.45.0.26,16.5,1,217,59.26,10.6,231.0
2026-04-09 07:01:42.517,10.45.0.26,76.0,1,218,59.34,10.6,231.0
2026-04-09 07:01:42.697,10.45.0.26,56.5,1,219,59.33,10.6,231.0
2026-04-09 07:01:42.857,10.45.0.26,37.7,1,220,59.23,10.6,231.0
2026-04-09 07:01:42.998,10.45.0.26,49.9,1,221,59.18,10.6,231.0
2026-04-09 07:01:43.152,10.45.0.26,26.3,1,222,59.04,10.6,231.0
2026-04-09 07:01:43.281,10.45.0.26,36.6,1,223,58.93,10.6,231.0
2026-04-09 07:01:43.422,10.45.0.26,16.1,1,224,58.74,10.6,231.0
2026-04-09 07:01:43.541,10.45.0.26,53.2,1,225,58.72,10.6,231.0
2026-04-09 07:01:43.697,10.45.0.26,30.3,1,226,58.59,10.6,231.0
2026-04-09 07:01:43.832,10.45.0.26,42.0,1,227,58.52,10.6,231.0
2026-04-09 07:01:43.977,10.45.0.26,20.1,1,228,58.35,10.6,231.0
2026-04-09 07:01:44.101,10.45.0.26,52.0,1,229,58.32,10.6,231.0
2026-04-09 07:01:44.257,10.45.0.26,37.4,1,230,58.23,10.6,231.0
2026-04-09 07:01:44.398,10.45.0.26,16.4,1,231,58.05,10.6,231.0
2026-04-09 07:01:44.518,10.45.0.26,40.6,1,232,57.97,10.6,231.0
2026-04-09 07:01:44.661,10.45.0.26,53.2,1,233,57.95,10.6,231.0
2026-04-09 07:01:44.818,10.45.0.26,28.9,1,234,57.83,10.6,231.0
2026-04-09 07:01:44.951,10.45.0.26,22.6,1,235,57.68,10.6,231.0
2026-04-09 07:01:45.078,10.45.0.26,35.5,1,236,57.58,10.6,231.0
2026-04-09 07:01:45.217,10.45.0.26,21.7,1,237,57.43,10.6,231.0
2026-04-09 07:01:45.342,10.45.0.26,70.9,1,238,57.49,10.6,231.0
2026-04-09 07:01:45.517,10.45.0.26,40.1,1,239,57.41,10.6,231.0
2026-04-09 07:01:45.661,10.45.0.26,51.8,1,240,57.39,10.6,231.0
2026-04-09 07:01:45.817,10.45.0.26,37.2,1,241,57.31,10.6,231.0
2026-04-09 07:01:45.957,10.45.0.26,26.1,1,242,57.18,10.6,231.0
2026-04-09 07:01:46.087,10.45.0.26,25.6,1,243,57.05,10.6,231.0
2026-04-09 07:01:46.217,10.45.0.26,81.2,1,244,57.15,10.6,231.0
2026-04-09 07:01:46.401,10.45.0.26,52.2,1,245,57.13,10.6,231.0
2026-04-09 07:01:46.556,10.45.0.26,56.6,1,246,57.12,10.6,231.0
2026-04-09 07:01:46.717,10.45.0.26,20.9,1,247,56.98,10.6,231.0
2026-04-09 07:01:46.842,10.45.0.26,11.4,1,248,56.79,10.6,231.0
2026-04-09 07:01:46.957,10.45.0.26,40.8,1,249,56.73,10.6,231.0
2026-04-09 07:01:47.102,10.45.0.26,11.4,1,250,56.54,10.6,231.0
2026-04-09 07:01:47.216,10.45.0.26,21.9,1,251,56.41,10.6,231.0
2026-04-09 07:01:47.341,10.45.0.26,27.2,1,252,56.29,10.6,231.0
2026-04-09 07:01:47.472,10.45.0.26,15.1,1,253,56.13,10.6,231.0
2026-04-09 07:01:47.592,10.45.0.26,27.3,1,254,56.01,10.6,231.0
2026-04-09 07:01:47.723,10.45.0.26,35.0,1,255,55.93,10.6,231.0
2026-04-09 07:01:47.862,10.45.0.26,216.0,1,256,56.56,10.6,231.0
2026-04-09 07:01:48.182,10.45.0.26,153.0,1,257,56.93,10.6,231.0
2026-04-09 07:01:48.437,10.45.0.26,187.0,1,258,57.44,10.6,231.0
2026-04-09 07:01:48.728,10.45.0.26,9.74,1,259,57.26,9.74,231.0
2026-04-09 07:01:48.842,10.45.0.26,15.5,1,260,57.09,9.74,231.0
2026-04-09 07:01:48.962,10.45.0.26,36.0,1,261,57.01,9.74,231.0
2026-04-09 07:01:49.102,10.45.0.26,32.7,1,262,56.92,9.74,231.0
2026-04-09 07:01:49.238,10.45.0.26,135.0,1,263,57.22,9.74,231.0
2026-04-09 07:01:49.477,10.45.0.26,,2,264,57.22,9.74,231.0
2026-04-09 07:01:51.580,10.45.0.26,32.6,2,265,57.12,9.74,231.0
2026-04-09 07:01:51.716,10.45.0.26,32.5,2,266,57.03,9.74,231.0
2026-04-09 07:01:51.852,10.45.0.26,61.2,2,267,57.05,9.74,231.0
2026-04-09 07:01:52.017,10.45.0.26,41.9,2,268,56.99,9.74,231.0
2026-04-09 07:01:52.162,10.45.0.26,52.2,2,269,56.97,9.74,231.0
2026-04-09 07:01:52.318,10.45.0.26,25.7,2,270,56.86,9.74,231.0
2026-04-09 07:01:52.447,10.45.0.26,26.3,2,271,56.74,9.74,231.0
2026-04-09 07:01:52.577,10.45.0.26,81.8,2,272,56.83,9.74,231.0
2026-04-09 07:01:52.762,10.45.0.26,16.1,2,273,56.68,9.74,231.0
2026-04-09 07:01:52.882,10.45.0.26,139.0,2,274,56.99,9.74,231.0
2026-04-09 07:01:53.124,10.45.0.26,29.4,2,275,56.89,9.74,231.0
2026-04-09 07:01:53.257,10.45.0.26,16.3,2,276,56.74,9.74,231.0
2026-04-09 07:01:53.377,10.45.0.26,30.8,2,277,56.64,9.74,231.0
2026-04-09 07:01:53.511,10.45.0.26,27.4,2,278,56.54,9.74,231.0
2026-04-09 07:01:53.641,10.45.0.26,36.5,2,279,56.47,9.74,231.0
2026-04-09 07:01:53.781,10.45.0.26,138.0,2,280,56.76,9.74,231.0
2026-04-09 07:01:54.022,10.45.0.26,16.7,2,281,56.61,9.74,231.0
2026-04-09 07:01:54.143,10.45.0.26,55.2,2,282,56.61,9.74,231.0
2026-04-09 07:01:54.301,10.45.0.26,27.6,2,283,56.51,9.74,231.0
2026-04-09 07:01:54.432,10.45.0.26,40.6,2,284,56.45,9.74,231.0
2026-04-09 07:01:54.577,10.45.0.26,56.6,2,285,56.45,9.74,231.0
2026-04-09 07:01:54.737,10.45.0.26,39.4,2,286,56.39,9.74,231.0
2026-04-09 07:01:54.879,10.45.0.26,38.5,2,287,56.33,9.74,231.0
2026-04-09 07:01:55.022,10.45.0.26,32.0,2,288,56.24,9.74,231.0
2026-04-09 07:01:55.157,10.45.0.26,67.3,2,289,56.28,9.74,231.0
2026-04-09 07:01:55.327,10.45.0.26,86.3,2,290,56.39,9.74,231.0
2026-04-09 07:01:55.517,10.45.0.26,67.6,2,291,56.42,9.74,231.0
2026-04-09 07:01:55.688,10.45.0.26,50.6,2,292,56.4,9.74,231.0
2026-04-09 07:01:55.842,10.45.0.26,51.6,2,293,56.39,9.74,231.0
2026-04-09 07:01:55.996,10.45.0.26,72.7,2,294,56.44,9.74,231.0
2026-04-09 07:01:56.172,10.45.0.26,82.5,2,295,56.53,9.74,231.0
2026-04-09 07:01:56.358,10.45.0.26,95.5,2,296,56.67,9.74,231.0
2026-04-09 07:01:56.558,10.45.0.26,21.6,2,297,56.55,9.74,231.0
2026-04-09 07:01:56.683,10.45.0.26,171.0,2,298,56.93,9.74,231.0
2026-04-09 07:01:56.957,10.45.0.26,41.0,2,299,56.88,9.74,231.0
2026-04-09 07:01:57.102,10.45.0.26,36.3,2,300,56.81,9.74,231.0
2026-04-09 07:01:57.242,10.45.0.26,15.9,2,301,56.67,9.74,231.0
2026-04-09 07:01:57.362,10.45.0.26,51.8,2,302,56.66,9.74,231.0
2026-04-09 07:01:57.517,10.45.0.26,37.8,2,303,56.59,9.74,231.0
2026-04-09 07:01:57.658,10.45.0.26,19.2,2,304,56.47,9.74,231.0
2026-04-09 07:01:57.781,10.45.0.26,36.8,2,305,56.41,9.74,231.0
2026-04-09 07:01:57.921,10.45.0.26,12.1,2,306,56.26,9.74,231.0
2026-04-09 07:01:58.037,10.45.0.26,76.7,2,307,56.33,9.74,231.0
2026-04-09 07:01:58.217,10.45.0.26,35.9,2,308,56.26,9.74,231.0
2026-04-09 07:01:58.357,10.45.0.26,76.6,2,309,56.33,9.74,231.0
2026-04-09 07:01:58.537,10.45.0.26,81.6,2,310,56.41,9.74,231.0
2026-04-09 07:01:58.723,10.45.0.26,34.7,2,311,56.34,9.74,231.0
2026-04-09 07:01:58.861,10.45.0.26,42.0,2,312,56.29,9.74,231.0
2026-04-09 07:01:59.007,10.45.0.26,25.7,2,313,56.19,9.74,231.0
2026-04-09 07:01:59.136,10.45.0.26,37.6,2,314,56.13,9.74,231.0
2026-04-09 07:01:59.277,10.45.0.26,60.9,2,315,56.15,9.74,231.0
2026-04-09 07:01:59.441,10.45.0.26,46.6,2,316,56.12,9.74,231.0
2026-04-09 07:01:59.592,10.45.0.26,26.5,2,317,56.02,9.74,231.0
2026-04-09 07:01:59.722,10.45.0.26,46.3,2,318,55.99,9.74,231.0
2026-04-09 07:01:59.872,10.45.0.26,23.3,2,319,55.89,9.74,231.0
2026-04-09 07:01:59.998,10.45.0.26,61.0,2,320,55.91,9.74,231.0
2026-04-09 07:02:00.162,10.45.0.26,25.8,2,321,55.81,9.74,231.0
2026-04-09 07:02:00.292,10.45.0.26,46.0,2,322,55.78,9.74,231.0
2026-04-09 07:02:00.441,10.45.0.26,36.9,2,323,55.72,9.74,231.0
2026-04-09 07:02:00.582,10.45.0.26,27.1,2,324,55.63,9.74,231.0
2026-04-09 07:02:00.712,10.45.0.26,65.9,2,325,55.67,9.74,231.0
2026-04-09 07:02:00.882,10.45.0.26,36.3,2,326,55.61,9.74,231.0
2026-04-09 07:02:01.021,10.45.0.26,17.4,2,327,55.49,9.74,231.0
2026-04-09 07:02:01.142,10.45.0.26,30.8,2,328,55.41,9.74,231.0
2026-04-09 07:02:01.277,10.45.0.26,41.4,2,329,55.37,9.74,231.0
2026-04-09 07:02:01.423,10.45.0.26,31.6,2,330,55.3,9.74,231.0
2026-04-09 07:02:01.557,10.45.0.26,35.3,2,331,55.24,9.74,231.0
2026-04-09 07:02:01.696,10.45.0.26,41.6,2,332,55.2,9.74,231.0
2026-04-09 07:02:01.842,10.45.0.26,28.5,2,333,55.11,9.74,231.0
2026-04-09 07:02:01.974,10.45.0.26,38.1,2,334,55.06,9.74,231.0
2026-04-09 07:02:02.117,10.45.0.26,16.5,2,335,54.95,9.74,231.0
2026-04-09 07:02:02.237,10.45.0.26,20.9,2,336,54.85,9.74,231.0
2026-04-09 07:02:02.362,10.45.0.26,51.6,2,337,54.84,9.74,231.0
2026-04-09 07:02:02.517,10.45.0.26,42.6,2,338,54.8,9.74,231.0
2026-04-09 07:02:02.663,10.45.0.26,111.0,2,339,54.97,9.74,231.0
2026-04-09 07:02:02.877,10.45.0.26,40.1,2,340,54.92,9.74,231.0
2026-04-09 07:02:03.021,10.45.0.26,37.6,2,341,54.87,9.74,231.0
2026-04-09 07:02:03.161,10.45.0.26,36.7,2,342,54.82,9.74,231.0
2026-04-09 07:02:03.301,10.45.0.26,31.1,2,343,54.75,9.74,231.0
2026-04-09 07:02:03.435,10.45.0.26,38.7,2,344,54.7,9.74,231.0
2026-04-09 07:02:03.577,10.45.0.26,86.7,2,345,54.79,9.74,231.0
2026-04-09 07:02:03.768,10.45.0.26,50.1,2,346,54.78,9.74,231.0
2026-04-09 07:02:03.921,10.45.0.26,113.0,2,347,54.95,9.74,231.0
2026-04-09 07:02:04.137,10.45.0.26,117.0,2,348,55.13,9.74,231.0
2026-04-09 07:02:04.357,10.45.0.26,81.4,2,349,55.21,9.74,231.0
2026-04-09 07:02:04.543,10.45.0.26,166.0,2,350,55.52,9.74,231.0
2026-04-09 07:02:04.813,10.45.0.26,156.0,2,351,55.81,9.74,231.0
2026-04-09 07:02:05.073,10.45.0.26,172.0,2,352,56.14,9.74,231.0
2026-04-09 07:02:05.347,10.45.0.26,26.2,2,353,56.06,9.74,231.0
2026-04-09 07:02:05.478,10.45.0.26,50.8,2,354,56.04,9.74,231.0
2026-04-09 07:02:05.632,10.45.0.26,21.5,2,355,55.95,9.74,231.0
2026-04-09 07:02:05.757,10.45.0.26,40.4,2,356,55.9,9.74,231.0
2026-04-09 07:02:05.902,10.45.0.26,36.6,2,357,55.85,9.74,231.0
2026-04-09 07:02:06.042,10.45.0.26,56.2,2,358,55.85,9.74,231.0
2026-04-09 07:02:06.202,10.45.0.26,31.5,2,359,55.78,9.74,231.0
2026-04-09 07:02:06.337,10.45.0.26,50.9,2,360,55.77,9.74,231.0
2026-04-09 07:02:06.492,10.45.0.26,77.8,2,361,55.83,9.74,231.0
2026-04-09 07:02:06.673,10.45.0.26,39.7,2,362,55.78,9.74,231.0
2026-04-09 07:02:06.817,10.45.0.26,142.0,2,363,56.02,9.74,231.0
2026-04-09 07:02:07.063,10.45.0.26,35.7,2,364,55.97,9.74,231.0
2026-04-09 07:02:07.202,10.45.0.26,25.7,2,365,55.88,9.74,231.0
2026-04-09 07:02:07.332,10.45.0.26,36.2,2,366,55.83,9.74,231.0
2026-04-09 07:02:07.472,10.45.0.26,36.6,2,367,55.78,9.74,231.0
2026-04-09 07:02:07.611,10.45.0.26,62.9,2,368,55.79,9.74,231.0
2026-04-09 07:02:07.777,10.45.0.26,101.0,2,369,55.92,9.74,231.0
2026-04-09 07:02:07.983,10.45.0.26,30.4,2,370,55.85,9.74,231.0
2026-04-09 07:02:08.117,10.45.0.26,31.4,2,371,55.78,9.74,231.0
2026-04-09 07:02:08.252,10.45.0.26,40.9,2,372,55.74,9.74,231.0
2026-04-09 07:02:08.396,10.45.0.26,16.1,2,373,55.64,9.74,231.0
2026-04-09 07:02:08.516,10.45.0.26,41.0,2,374,55.6,9.74,231.0
2026-04-09 07:02:08.661,10.45.0.26,12.5,2,375,55.48,9.74,231.0
2026-04-09 07:02:08.777,10.45.0.26,21.4,2,376,55.39,9.74,231.0
2026-04-09 07:02:08.902,10.45.0.26,16.1,2,377,55.28,9.74,231.0
2026-04-09 07:02:09.022,10.45.0.26,17.3,2,378,55.18,9.74,231.0
2026-04-09 07:02:09.142,10.45.0.26,31.8,2,379,55.12,9.74,231.0
2026-04-09 07:02:09.277,10.45.0.26,41.1,2,380,55.08,9.74,231.0
2026-04-09 07:02:09.422,10.45.0.26,36.8,2,381,55.04,9.74,231.0
2026-04-09 07:02:09.562,10.45.0.26,11.4,2,382,54.92,9.74,231.0
2026-04-09 07:02:09.677,10.45.0.26,40.7,2,383,54.88,9.74,231.0
2026-04-09 07:02:09.821,10.45.0.26,37.3,2,384,54.84,9.74,231.0
2026-04-09 07:02:09.961,10.45.0.26,35.6,2,385,54.79,9.74,231.0
